,Unnamed: 0,Unnamed: 1,months,m_etc,m_paid,m_free,m_total,zb_paid,zb_adult,zb_foreigner,zb_teen,zb_child,zb_free,zb_total,tp_group,tp_paid,tp_adult,tp_teen,tp_child,tp_foreigner,tp_free,tp_total,temp,date_fri,date_thur,date_wed,date_mon,date_sun,date_sat,date_tue,fall,spring,summer,winter,break_summer,break_winter
249,8월,35,08월31일,29,2,0,0,137,168,1140,,1604,1498,3102,829,20,165,2,1239,2253,31,0,8.0,0,0,0,0,0,0,1,0,0,1,0,1,0
251,9월,5,09월01일,28,2,0,0,82,112,884,,1354,1249,2603,832,3,49,0,1121,2005,30,0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0
252,9월,6,09월02일,9,1,0,0,16,26,344,,460,269,729,319,3,22,13,232,576,10,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0
253,9월,7,09월03일,26,3,0,0,71,100,817,,1240,974,2214,702,11,38,0,871,1622,29,0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0
254,9월,8,09월04일,265,30,0,0,124,421,8539,,12986,2900,15886,7433,381,551,6,2323,10688,297,2,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0
255,9월,9,09월05일,128,11,0,0,90,234,5389,,8279,2353,10632,4498,148,648,6,2049,7343,144,5,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0
256,9월,10,09월06일,41,3,0,0,46,92,895,,1361,942,2303,829,9,57,13,823,1718,46,2,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0
257,9월,11,09월07일,74,0,0,0,78,152,1237,,1888,1537,3425,1150,10,47,0,1315,2522,74,0,9.0,0,0,0,0,0,0,1,1,0,0,0,0,0
258,9월,12,09월08일,63,3,2,0,121,187,1877,,2873,1910,4783,1317,6,265,0,1532,3120,66,0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0
259,9월,13,09월09일,15,0,0,0,111,126,332,,722,1040,1762,315,5,12,0,910,1242,15,0,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0
260,9월,14,09월10일,6,0,0,0,25,31,504,,778,536,1314,197,87,42,0,481,807,6,0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0
261,9월,15,09월11일,31,4,0,0,26,62,2060,,3274,1002,4276,1638,34,302,0,909,2883,36,1,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0
262,9월,16,09월12일,263,30,0,0,118,414,7575,,11136,2417,13553,6432,137,934,0,1992,9495,296,3,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0
263,9월,17,09월13일,59,2,0,0,132,193,3049,,2731,1888,4619,1518,10,168,0,1530,3226,61,0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0
264,9월,18,09월14일,70,3,0,88,216,289,3350,,4236,1776,6012,1315,788,225,5,1425,3753,73,0,9.0,0,0,0,0,0,0,1,1,0,0,0,0,0
265,9월,19,09월15일,106,2,0,0,183,291,2355,,2712,2495,5207,1339,36,260,0,1979,3614,108,0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0
266,9월,20,09월16일,98,55,0,318,465,620,2649,,3576,2764,6340,1345,333,197,0,1809,3684,155,2,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0
267,9월,21,09월17일,54,0,0,0,106,160,2895,,3566,1786,5352,1321,503,129,0,1541,3494,54,0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0
268,9월,22,09월18일,551,30,1,0,194,782,18168,,20239,4188,24427,9554,669,4175,4,2672,17070,588,7,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0
269,9월,23,09월19일,70,12,0,0,50,134,3418,,5655,1789,7444,2841,84,493,4,1586,5004,84,2,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0
270,9월,24,09월20일,183,17,0,0,59,260,3868,,5966,1163,7129,3354,88,426,5,999,4867,201,1,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0
271,9월,25,09월21일,17,3,0,0,26,46,1154,,1800,555,2355,943,34,147,0,495,1619,20,0,9.0,0,0,0,0,0,0,1,1,0,0,0,0,0
272,9월,26,09월22일,428,69,0,0,118,638,10020,,14619,2480,17099,8186,453,1335,1,1835,11809,520,23,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0
273,9월,27,09월23일,2253,337,0,0,837,3480,33902,,43815,9304,53119,28281,922,4627,5,6166,39996,2643,53,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0
274,9월,28,09월24일,1604,261,15,0,416,2309,23205,,30513,8350,38863,18722,726,3757,4,6283,29488,1893,28,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0
275,9월,29,09월25일,2387,373,0,0,531,3320,37443,,43972,11451,55423,25102,564,8064,15,8529,42259,2789,29,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0
276,9월,30,09월26일,1495,168,0,30,339,2019,22992,,31757,7222,38979,19636,362,2846,10,4792,27636,1680,17,9.0,0,0,0,0,1,0,0,1,0,0,0,0,0
277,9월,31,09월27일,151,22,10,0,235,408,1781,,3271,1718,4989,1678,37,66,5,1356,3137,173,0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,0
278,9월,32,09월28일,143,62,0,203,447,653,3375,,4101,2780,6881,1839,174,488,1,1896,4397,206,1,9.0,0,0,0,0,0,0,1,1,0,0,0,0,0
279,9월,33,09월29일,166,87,0,152,409,662,2908,,4146,3066,7212,1444,18,603,7,2251,4316,253,0,9.0,0,0,1,0,0,0,0,1,0,0,0,0,0
280,9월,34,09월30일,222,256,0,605,758,1237,5558,,7154,3198,10352,1784,55,2739,5,2127,6705,479,1,9.0,0,1,0,0,0,0,0,1,0,0,0,0,0
282,10월,5,10월01일,223,2,0,30,517,747,6918,,7189,3939,11128,2456,1486,563,3,2571,7076,230,5,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0
283,10월,6,10월02일,321,30,0,32,190,586,18686,,15276,3346,18622,10400,1175,541,0,2669,14785,396,45,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0
284,10월,7,10월03일,654,124,0,53,223,1008,11277,,17056,4253,21309,9426,148,1495,0,2957,14026,785,7,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0
285,10월,8,10월04일,151,8,0,0,142,305,2133,,3440,1429,4869,1426,39,400,1,1162,3027,163,4,10.0,0,0,0,1,0,0,0,1,0,0,0,0,0
286,10월,9,10월05일,307,225,2,376,618,1154,5107,,6221,4519,10740,2191,460,603,4,2795,6049,536,4,10.0,0,0,0,0,0,0,1,1,0,0,0,0,0
287,10월,10,10월06일,279,122,0,343,586,989,7253,,7046,3304,10350,2404,1746,553,26,2332,7035,403,2,10.0,0,0,1,0,0,0,0,1,0,0,0,0,0
288,10월,11,10월07일,386,30,0,452,759,1177,11705,,11135,5609,16744,2891,2920,1143,2,3086,10040,418,2,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0
289,10월,12,10월08일,308,125,9,697,1276,1711,57603,,36909,7963,44872,5807,9001,16384,0,4233,35425,435,2,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0
290,10월,13,10월09일,1833,255,0,0,552,2685,49219,,45541,7979,53520,19548,868,15234,2,5238,40888,2133,45,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0
291,10월,14,10월10일,2389,294,0,34,481,3227,27175,,37570,8679,46249,22872,744,3399,5,5958,32973,2746,63,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0
292,10월,15,10월11일,305,11,0,0,422,739,6231,,8037,2802,10839,3017,1037,357,183,1637,6048,317,1,10.0,0,0,0,1,0,0,0,1,0,0,0,0,0
293,10월,16,10월12일,261,230,0,379,521,1123,7784,,7973,2708,10681,2106,2283,363,0,1874,6626,602,111,10.0,0,0,0,0,0,0,1,1,0,0,0,0,0
294,10월,17,10월13일,367,17,14,70,742,1138,5728,,6405,4089,10494,2125,1246,426,2,2706,6503,396,12,10.0,0,0,1,0,0,0,0,1,0,0,0,0,0
295,10월,18,10월14일,574,313,22,1540,772,2508,24632,,19728,4431,24159,5062,3862,4523,42,2717,16164,1736,849,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0
296,10월,19,10월15일,550,290,4,880,848,1804,16881,,15654,6400,22054,3366,3761,2480,7,3623,13230,956,116,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0
297,10월,20,10월16일,1403,110,0,160,556,2084,21150,,26408,6924,33332,13770,2768,1284,201,4459,22281,1528,15,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0
298,10월,21,10월17일,2980,549,2,686,540,4140,28678,,37963,7902,45865,21505,868,4050,10,4932,31355,3600,71,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0
299,10월,22,10월18일,432,31,0,47,628,1099,3370,,5617,2958,8575,2827,148,170,0,1998,5143,471,8,10.0,0,0,0,1,0,0,0,1,0,0,0,0,0
300,10월,23,10월19일,410,244,0,654,753,1516,7595,,8120,4284,12404,2130,1792,758,0,2370,7050,763,109,10.0,0,0,0,0,0,0,1,1,0,0,0,0,0
301,10월,24,10월20일,458,145,0,200,795,1398,11543,,9385,4201,13586,2548,3721,554,3,2668,9491,603,0,10.0,0,0,1,0,0,0,0,1,0,0,0,0,0
302,10월,25,10월21일,508,23,0,199,777,1309,10666,,10515,4324,14839,3261,2646,821,0,2471,9199,532,1,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0
303,10월,26,10월22일,699,125,0,319,909,1780,25319,,21649,6015,27664,4161,8496,2087,0,3052,17796,871,47,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0
304,10월,27,10월23일,3264,839,0,695,739,4956,56963,,54403,7930,62333,22216,1350,17859,6,4842,46267,4217,114,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0
305,10월,28,10월24일,3178,567,1,82,805,4636,32107,,41091,8284,49375,21984,898,6346,4,5076,34304,3831,86,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0
306,10월,29,10월25일,323,24,0,83,402,754,2902,,3949,1945,5894,1846,480,159,1,1358,3843,352,5,10.0,0,0,0,1,0,0,0,1,0,0,0,0,0
307,10월,30,10월26일,123,75,0,100,311,509,4320,,3932,2028,5960,808,1496,204,1,1449,3957,198,0,10.0,0,0,0,0,0,0,1,1,0,0,0,0,0
308,10월,31,10월27일,118,96,0,148,236,452,7615,,5299,1886,7185,1781,2170,289,0,1375,5615,216,2,10.0,0,0,1,0,0,0,0,1,0,0,0,0,0
309,10월,32,10월28일,166,0,0,132,277,577,9062,,7364,2209,9573,1891,2257,979,0,1625,6752,300,134,10.0,0,1,0,0,0,0,0,1,0,0,0,0,0
310,10월,33,10월29일,270,50,0,196,533,853,17244,,13887,4048,17935,2785,4333,4376,2,2480,13974,320,0,10.0,1,0,0,0,0,0,0,1,0,0,0,0,0
311,10월,34,10월30일,991,57,0,0,670,1725,20466,,24705,6325,31030,14002,2322,1310,9,3731,21365,1055,7,10.0,0,0,0,0,0,1,0,1,0,0,0,0,0
312,10월,35,10월31일,1534,247,0,0,480,2310,32015,,36589,7556,44145,19498,697,7216,21,4751,32162,1830,49,10.0,0,0,0,0,1,0,0,1,0,0,0,0,0
314,11월,5,11월01일,109,2,1,0,344,455,7721,,7861,2409,10270,2909,1376,1983,0,1864,8132,111,0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0
315,11월,6,11월02일,30,8,0,31,155,193,3575,,3899,1992,5891,1247,86,1041,3,1602,3976,38,0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,0
316,11월,7,11월03일,26,409,0,775,170,965,3275,,3836,1987,5823,1492,554,243,1,1661,3950,795,360,11.0,0,0,1,0,0,0,0,1,0,0,0,0,0
317,11월,8,11월04일,73,1,0,98,243,317,6414,,5699,2663,8362,2358,778,988,6,2144,6268,74,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0
318,11월,9,11월05일,71,8,0,35,178,257,4885,,5430,2777,8207,3119,24,487,4,2182,5812,79,0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0
319,11월,10,11월06일,208,22,0,0,154,385,14427,,17596,4287,21883,10864,1042,944,2,3073,15923,231,1,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0
320,11월,11,11월07일,401,85,0,0,224,723,16365,,21156,6319,27475,12549,499,2547,12,4046,19641,499,13,11.0,0,0,0,0,1,0,0,1,0,0,0,0,0
321,11월,12,11월08일,2,0,0,0,36,38,533,,778,951,1729,487,5,41,0,890,1423,2,0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0
322,11월,13,11월09일,8,32,0,32,70,110,987,,1240,1040,2280,639,3,170,0,833,1645,40,0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,0
323,11월,14,11월10일,15,31,0,31,43,90,1275,,1322,1467,2789,902,13,92,0,1314,2321,47,1,11.0,0,0,1,0,0,0,0,1,0,0,0,0,0
324,11월,15,11월11일,9,0,0,0,36,45,4557,,2986,1573,4559,1139,25,1489,0,1385,4038,9,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0
325,11월,16,11월12일,13,2,0,0,40,55,1746,,2182,1447,3629,1398,12,203,0,1312,2925,15,0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0
326,11월,17,11월13일,234,37,1,0,123,398,15458,,19063,5152,24215,9549,582,3342,8,3268,16741,275,4,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0
327,11월,18,11월14일,41,7,2,0,48,97,9318,,13201,3337,16538,7611,286,1391,5,2252,11540,49,1,11.0,0,0,0,0,1,0,0,1,0,0,0,0,0
328,11월,19,11월15일,10,0,0,0,13,23,781,,1079,973,2052,719,6,56,7,937,1718,10,0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0
329,11월,20,11월16일,11,2,0,0,36,49,551,,778,1111,1889,530,3,18,2,1020,1571,13,0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,0
330,11월,21,11월17일,12,0,0,0,13,25,905,,1174,1357,2531,719,83,35,2,1226,2063,12,0,11.0,0,0,1,0,0,0,0,1,0,0,0,0,0
331,11월,22,11월18일,11,1,0,0,24,38,2346,,2502,1543,4045,1303,262,246,0,1471,3282,14,2,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0
332,11월,23,11월19일,4,0,0,0,32,36,1230,,1503,1253,2756,988,24,121,1,1126,2259,4,0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0
333,11월,24,11월20일,85,12,0,0,35,132,7131,,8849,2389,11238,5290,690,423,3,2114,8517,97,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0
334,11월,25,11월21일,332,41,0,0,148,522,12235,,16532,4035,20567,9973,297,1449,13,2508,14227,374,1,11.0,0,0,0,0,1,0,0,1,0,0,0,0,0
335,11월,26,11월22일,7,3,0,0,13,23,693,,1010,976,1986,661,14,18,0,931,1624,10,0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0
336,11월,27,11월23일,7,0,0,0,42,49,1479,,1368,1161,2529,697,365,27,0,1071,2160,7,0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,0
337,11월,28,11월24일,0,0,0,100,8,108,1053,,1168,1425,2593,603,133,56,0,1247,2039,100,100,11.0,0,0,1,0,0,0,0,1,0,0,0,0,0
338,11월,29,11월25일,5,0,0,0,11,16,1152,,1045,1251,2296,622,27,163,0,1176,1988,5,0,11.0,0,1,0,0,0,0,0,1,0,0,0,0,0
339,11월,30,11월26일,0,0,0,0,7,7,453,,665,991,1656,386,32,35,6,898,1351,0,0,11.0,1,0,0,0,0,0,0,1,0,0,0,0,0
340,11월,31,11월27일,13,2,0,0,12,27,1589,,2100,1023,3123,1150,120,179,5,962,2411,15,0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0
341,11월,32,11월28일,7,3,0,0,12,22,1908,,2714,1420,4134,1607,96,205,10,1277,3185,10,0,11.0,0,0,0,0,1,0,0,1,0,0,0,0,0
342,11월,33,11월29일,0,0,0,0,24,24,375,,525,946,1471,340,28,7,0,887,1262,0,0,11.0,0,0,0,1,0,0,0,1,0,0,0,0,0
343,11월,34,11월30일,4,0,0,0,26,30,505,,650,1004,1654,438,59,8,0,941,1446,4,0,11.0,0,0,0,0,0,0,1,1,0,0,0,0,0
345,12월,5,12월01일,4,1,1,0,26,31,532,,676,1227,1903,461,57,14,0,1156,1688,5,0,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0
346,12월,6,12월02일,2,1,0,0,14,17,528,,644,1088,1732,404,70,9,0,1031,1514,3,0,12.0,0,1,0,0,0,0,0,0,0,0,1,0,0
347,12월,7,12월03일,0,0,0,0,21,21,462,,404,739,1143,290,29,20,6,707,1046,0,0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0
348,12월,8,12월04일,11,4,0,0,18,33,1988,,2480,1780,4260,1606,137,87,2,1522,3352,15,0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0
349,12월,9,12월05일,16,3,0,0,19,38,3962,,5539,2281,7820,3342,131,457,4,1924,5854,19,0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0
350,12월,10,12월06일,3,0,0,0,5,8,371,,478,990,1468,332,27,12,1,968,1339,3,0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0
351,12월,11,12월07일,1,0,0,0,15,16,302,,313,718,1031,188,79,5,0,701,973,1,0,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0
352,12월,12,12월08일,0,0,0,0,10,10,79,,91,672,763,70,5,4,0,654,733,0,0,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0
353,12월,13,12월09일,3,0,0,0,7,10,668,,499,712,1211,335,37,77,0,686,1135,3,0,12.0,0,1,0,0,0,0,0,0,0,0,1,0,0
354,12월,14,12월10일,1,0,0,0,7,8,245,,354,657,1011,175,36,34,1,635,880,1,0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0
355,12월,15,12월11일,3,0,0,0,3,6,1194,,1812,1151,2963,910,89,195,0,1050,2244,3,0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0
356,12월,16,12월12일,2,0,0,0,12,14,1394,,1943,1160,3103,1155,93,146,2,1095,2489,2,0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0
357,12월,17,12월13일,0,0,0,0,8,8,222,,261,738,999,190,25,7,0,722,944,0,0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0
358,12월,18,12월14일,0,33,0,33,11,44,744,,590,880,1470,200,183,114,5,855,1352,33,0,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0
359,12월,19,12월15일,0,0,0,0,2,2,102,,115,462,577,78,20,4,0,454,556,0,0,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0
360,12월,20,12월16일,1,0,0,0,1,2,1058,,615,584,1199,211,224,153,0,580,1168,1,0,12.0,0,1,0,0,0,0,0,0,0,0,1,0,0
361,12월,21,12월17일,0,0,0,0,2,2,378,,412,657,1069,238,58,45,0,647,988,0,0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0
362,12월,22,12월18일,7,3,0,0,13,23,1626,,2047,1535,3582,1410,86,100,3,1416,3012,10,0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0
363,12월,23,12월19일,12,4,0,0,13,29,3520,,4710,2105,6815,2876,180,464,1,1843,5363,16,0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0
364,12월,24,12월20일,2,0,0,0,14,16,765,,963,1070,2033,694,29,42,0,1002,1767,2,0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0
365,12월,25,12월21일,12,0,0,0,30,42,1391,,1395,1195,2590,771,297,66,0,1118,2252,12,0,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0
366,12월,26,12월22일,2,0,0,0,23,25,1443,,1545,1094,2639,612,447,21,0,1040,2120,2,0,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0
367,12월,27,12월23일,0,0,0,0,0,0,1540,,1403,911,2314,482,413,94,5,877,1866,0,0,12.0,0,1,0,0,0,0,0,0,0,0,1,0,0
368,12월,28,12월24일,2,0,0,0,1,3,228,,303,374,677,182,30,16,6,372,600,2,0,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0
369,12월,29,12월25일,0,0,0,0,1,1,1200,,1738,377,2115,785,328,87,2,357,1557,0,0,12.0,0,0,0,0,0,1,0,0,0,0,1,0,0
370,12월,30,12월26일,0,0,0,0,1,1,811,,1104,862,1966,652,73,86,0,817,1628,0,0,12.0,0,0,0,0,1,0,0,0,0,0,1,0,0
371,12월,31,12월27일,1,0,0,0,0,1,660,,556,740,1296,181,229,51,0,714,1175,1,0,12.0,0,0,0,1,0,0,0,0,0,0,1,0,0
372,12월,32,12월28일,2,0,0,0,13,15,296,,350,678,1028,225,24,47,0,653,949,2,0,12.0,0,0,0,0,0,0,1,0,0,0,1,0,0
373,12월,33,12월29일,23,20,0,40,8,51,564,,664,770,1434,336,34,47,2,724,1141,43,0,12.0,0,0,1,0,0,0,0,0,0,0,1,0,0
374,12월,34,12월30일,1,1,0,0,2,4,524,,556,580,1136,280,28,137,0,563,1008,2,0,12.0,0,1,0,0,0,0,0,0,0,0,1,0,0
375,12월,35,12월31일,0,0,0,0,4,5,577,,588,391,979,342,78,57,3,369,846,1,1,12.0,1,0,0,0,0,0,0,0,0,0,1,0,0
